arm,image_path,true_label,original_prediction,perturbed_prediction,mode,stability,prediction_flipped,original_confidence,perturbed_confidence,confidence_change
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1000.png,0,0,0,zero,0.9993237853050232,False,0.9990752935409546,0.9997429251670837,0.0006676316261291504
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1002.png,0,0,0,zero,0.9980571866035461,False,0.9983291029930115,0.9979155659675598,-0.00041353702545166016
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1006.png,0,0,0,zero,0.9954217076301575,False,0.9999994039535522,0.9954211115837097,-0.004578292369842529
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1015.png,0,1,0,zero,0.3671753406524658,True,0.6330569982528687,0.9923324584960938,0.3592754602432251
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1017.png,0,0,0,zero,0.9787255525588989,False,0.998230516910553,0.9769590497016907,-0.021271467208862305
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1022.png,0,0,0,zero,0.9998988509178162,False,0.9999899864196777,0.9998961687088013,-9.381771087646484e-05
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1036.png,0,0,0,zero,0.9993779063224792,False,0.9999674558639526,0.9993496537208557,-0.0006178021430969238
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1040.png,0,0,3,zero,0.13876813650131226,True,0.9999091625213623,0.8611118197441101,-0.1387973427772522
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1043.png,0,0,0,zero,0.7825602293014526,False,0.999977707862854,0.7825379967689514,-0.2174397110939026
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1048.png,0,0,0,zero,0.9995505809783936,False,0.999627947807312,0.9994097948074341,-0.0002181529998779297
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1056.png,0,0,3,zero,0.021060466766357422,True,0.9910825490951538,0.9864413142204285,-0.004641234874725342
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1058.png,0,0,0,zero,0.9498354196548462,False,0.9999819993972778,0.949817419052124,-0.05016458034515381
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-106.png,0,0,0,zero,0.9605483412742615,False,0.999810516834259,0.9604114294052124,-0.03939908742904663
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1065.png,0,0,0,zero,0.9823365211486816,False,0.9774664044380188,0.9608041644096375,-0.016662240028381348
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-107.png,0,0,0,zero,0.9793357253074646,False,0.9792391657829285,0.9942623376846313,0.01502317190170288
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-108.png,0,0,0,zero,0.9875829815864563,False,0.9872589707374573,0.9985520243644714,0.01129305362701416
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-11.png,0,0,0,zero,0.998035192489624,False,0.9998583793640137,0.9978936314582825,-0.001964747905731201
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1100.png,0,0,0,zero,0.9712318181991577,False,0.999972939491272,0.9712047576904297,-0.028768181800842285
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1102.png,0,0,0,zero,0.9996693134307861,False,0.999737560749054,0.9995219707489014,-0.0002155900001525879
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1105.png,0,0,0,zero,0.9903678894042969,False,0.9903283715248108,0.9961522221565247,0.005823850631713867
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1108.png,0,0,0,zero,0.9999251365661621,False,0.999849796295166,0.9999227523803711,7.295608520507812e-05
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1110.png,0,0,0,zero,0.994509756565094,False,0.9999797344207764,0.9944895505905151,-0.0054901838302612305
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1112.png,0,0,1,zero,0.1041327714920044,True,0.9999066591262817,0.4827595055103302,-0.5171471834182739
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1115.png,0,0,3,zero,0.4296989440917969,True,0.9999996423721313,0.5701581239700317,-0.4298415184020996
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1116.png,0,0,0,zero,0.945961594581604,False,0.9449939131736755,0.9985674619674683,0.053573548793792725
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1127.png,0,0,3,zero,0.3074944019317627,True,0.9426191449165344,0.6840053796768188,-0.2586137652397156
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-113.png,0,0,0,zero,0.9963565468788147,False,0.99562007188797,0.9979006052017212,0.0022805333137512207
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1142.png,0,0,0,zero,0.6774603128433228,False,0.9999948740005493,0.6774551868438721,-0.32253968715667725
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1143.png,0,0,0,zero,0.9948591589927673,False,0.9945043921470642,0.9988320469856262,0.004327654838562012
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1147.png,0,0,0,zero,0.9927462935447693,False,0.9894673228263855,0.996721088886261,0.007253766059875488
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1160.png,0,0,0,zero,0.9111083149909973,False,0.9985130429267883,0.9096214175224304,-0.08889162540435791
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1166.png,0,0,0,zero,0.8077998161315918,False,0.6545411944389343,0.8352645039558411,0.18072330951690674
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1169.png,0,0,0,zero,0.9604187607765198,False,0.9999973773956299,0.9604161381721497,-0.039581239223480225
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-118.png,0,0,3,zero,0.2845900058746338,True,0.759308934211731,0.7276515960693359,-0.03165733814239502
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1182.png,0,0,0,zero,0.8032238483428955,False,0.9997312426567078,0.8029550313949585,-0.19677621126174927
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1184.png,0,0,0,zero,0.9932160973548889,False,0.9999880790710449,0.9932041168212891,-0.006783962249755859
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1193.png,0,0,0,zero,0.44067859649658203,False,0.4395619332790375,0.8959054350852966,0.45634350180625916
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-120.png,0,0,0,zero,0.9803386330604553,False,0.9999098777770996,0.9802485108375549,-0.019661366939544678
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1200.png,0,0,0,zero,0.996281087398529,False,1.0,0.996281087398529,-0.0037189126014709473
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1203.png,0,0,0,zero,0.9416320323944092,False,0.999996542930603,0.9416285157203674,-0.058368027210235596
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-121.png,0,0,0,zero,0.8522301912307739,False,0.8442994356155396,0.8578284382820129,0.013529002666473389
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1216.png,0,0,0,zero,0.9996622800827026,False,0.9990608096122742,0.9992069602012634,0.0001461505889892578
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1219.png,0,0,1,zero,0.386854887008667,True,0.9989262223243713,0.6081916689872742,-0.39073455333709717
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1222.png,0,0,0,zero,0.860670804977417,False,0.9812490940093994,0.8462942838668823,-0.1349548101425171
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1228.png,0,0,0,zero,0.9999948143959045,False,0.9999864101409912,0.9999916553497314,5.245208740234375e-06
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1236.png,0,0,0,zero,0.884285569190979,False,0.8833714127540588,0.9423657059669495,0.058994293212890625
A3,/kaggle/input/datasets/tawsifurrahman/covid19-radiography-database/COVID-19_Radiography_Dataset/COVID/images/COVID-1239.png,0,0,0,zero,0.999866247177124,False,1.0,0.9998661279678345,-0.00013387203216552734
